Taxon Name,L001-001-981789527_S1,L001-002-232189519_S2,L001-003-981791405_S3,L001-004-981791340_S4,L001-005-232196117_S5,L001-006-232196145_S6,L001-007-232196139_S7,L001-012-NTC-RPIP-LT001_S12
Acinetobacter sp. ANC 4654,,1.6703533,,,0.3436832,,,
Pseudomonas sp. B5(2017),,,,,0.3436832,,,
Pseudomonas sp. SID14000,,,,,0.3436832,,,
Gammaproteobacteria bacterium HGW-Gammaproteobacteria-7,,,,,0.3436832,,,
Pseudomonas sp. HLS-6,,,,,0.1718416,,,
Methylotenera sp.,,0.3340707,,,0.3436832,,,
Pseudomonas sp. FFUP_PS_41,,,,,0.3436832,,0.1281843,
Staphylococcus phage phiSa2wa_st93,,,,,0.3436832,,,
Pseudomonas sp. FW306-2-2C-D06B,,,,,0.3436832,,,
Pseudomonas sp. MWU13-2625,,0.6681413,,,0.3436832,,,
Pseudomonas sp. FW305-E2,,,,,0.3436832,,,
Pseudomonas sp. F16(2018),,0.3340707,,,0.3436832,,,
uncultured Caudovirales phage,,,,,0.3436832,,,
Pseudomonas sp. SDI,,0.3340707,,,0.3436832,,,
Salmonella sp. 3DZ2-4SM,,,,,0.3436832,,,
Pseudomonas kirkiae,,1.002212,,,0.3436832,,,
Sphingobium sp. EO9,,,,,0.3436832,,,
Candidatus Macondimonas diazotrophica,,,,,0.3436832,,,
Corallococcus sp. CA041A,,1.002212,,,0.3436832,,,
Pseudomonas sp. DG56-2,,0.3340707,,,0.3436832,,,
Pseudomonas sp. o96-267,,2.004424,,,0.3436832,,,
Saccharopolyspora rhizosphaerae,,,,,0.3436832,,,
Pseudomonas sp. F(2018),,0.3340707,,,0.3436832,,,
Caenimonas sp. HX-9-20,,,,,0.3436832,,,
Acinetobacter sp. YH01005,,0.3340707,,,0.3436832,,,
Microbacterium sp. 8M,,,,,0.3436832,,0.2563687,
Plantibacter sp. T3,,,,,0.3436832,,,
Sphingobium sp. OAE613,,,,,0.3436832,,,
Microbacterium sp. 18062,,,,,0.3436832,,,
Pseudomonas typographi,,0.3340707,,,0.3436832,,,
Xenoroussoella triseptata,,,,,0.3436832,,,
Sphingobium sp. AR-3-1,,0.3340707,,,0.3436832,,,
Pseudomonas sp. BW16M2,,,,,0.3436832,,0.2563687,
Actinomyces sp. zg-987,,,,,0.3436832,,,
Nocardioides sp. Y6,,,,,0.3436832,,,
Shewanella putrefaciens,,0.3340707,,,0.1718416,,5.5119261,
Hyphomicrobium sp.,,,,,0.1718416,,,
Azotobacter vinelandii,,0.3340707,,,0.1718416,,,
Komagataeibacter hansenii,,,,,0.1718416,,,
Moraxella nonliquefaciens,,0.6681413,,,0.1718416,,,
Beijerinckia indica,,,,,0.1718416,,,
Zymomonas mobilis,,,,,0.1718416,,,
Serratia liquefaciens,,5.3451306,,,0.1718416,,86.6526052,
Aeromonas salmonicida,,0.3340707,,,0.1718416,,,
[Haemophilus] ducreyi,,,,,0.1718416,,,
Aggregatibacter segnis,,,,,0.1718416,,,
Pasteurella canis,,0.3340707,,,0.1718416,,,
Rhodobacter sphaeroides,,,,,0.1718416,,,
Nitrosospira multiformis,,0.6681413,,,0.1718416,,,
Pediococcus acidilactici,,0.3340707,,,0.1718416,,,
Staphylococcus carnosus,,,,,0.1718416,,,
Staphylococcus simulans,,,0.528604,,0.1718416,,,
Mammaliicoccus sciuri,,,,,0.1718416,,0.1281843,
Streptococcus iniae,,0.6681413,,,0.1718416,,,
Lysinibacillus sphaericus,,0.3340707,,,0.1718416,,0.1281843,
Leifsonia xyli,,,,,0.1718416,,,
Lactobacillus delbrueckii,,,0.132151,,0.1718416,,0.2563687,
Dermatophilus congolensis,,0.3340707,,,0.1718416,,,
Streptomyces griseosporeus,,,,,0.1718416,,,
Streptomyces griseus,,,,,0.1718416,,,
Streptomyces sp.,,0.3340707,0.132151,,0.1718416,,0.1281843,
Mycoplasma pneumoniae,,,,,0.1718416,,,
Acholeplasma laidlawii,,,,,0.1718416,,,
Prunus dulcis,,,,,0.1718416,,0.769106,
Phaseolus vulgaris,,,,,0.1718416,,,
Ricinus communis,,,,,0.1718416,,,
Capsicum annuum,,,0.396453,,0.1718416,,,
Penicillium janthinellum,,,,,0.1718416,,,
Scytalidium lignicola,,,,,0.1718416,,0.2563687,
Lucilia cuprina,,,,,0.1718416,,,
Agrobacterium rubi,,,,,0.1718416,,,
Prevotella intermedia,,2.3384946,,,0.1718416,,,
Acetohalobium arabaticum,,,,,0.1718416,,,
Komagataeibacter xylinus,,,,,0.1718416,,,
Yersinia frederiksenii,,,,,0.1718416,,,
Vibrio navarrensis,,,,,0.1718416,,,
Azoarcus indigens,,,,,0.1718416,,,
Candidatus Kinetoplastibacterium crithidii,,,,,0.1718416,,0.1281843,
Microbacterium imperiale,,,,,0.1718416,,,
Microbacterium lacticum,,,,,0.1718416,,,
Brevibacterium casei,,,,,0.1718416,,,
Gluconacetobacter diazotrophicus,,,,,0.1718416,,,
Leptothrix cholodnii,,,,,0.1718416,,,
Mixia osmundae,,,,,0.1718416,,,
Nitrosospira briensis,,,,,0.1718416,,,
Nocardia nova,,,0.132151,,0.1718416,,0.8972903,
Nocardia seriolae,,,0.264302,,0.1718416,,,
Pisolithus tinctorius,,,,,0.1718416,,,
Rothia kristinae,,1.002212,,,0.1718416,,0.2563687,
Arthrobacter crystallopoietes,,,0.132151,,0.1718416,,,
Corynebacterium mycetoides,,,0.264302,,0.1718416,,0.1281843,
Lentinula boryana,,,,,0.1718416,,,
Nectria pseudotrichia,,,,,0.1718416,,,
Nitrosomonas sp.,,,,,0.1718416,,,
Marinovum algicola,,,0.132151,,0.1718416,,,
Rickettsia felis,,,,,0.1718416,,,
Brachybacterium faecium,,,,,0.1718416,,,
Rhodococcus hoagii,,0.6681413,,,0.1718416,,,
Aureococcus anophagefferens,,,,,0.1718416,,,
[Candida] intermedia,,,,,0.1718416,,,
Wickerhamiella sorbophila,,,,,0.1718416,,,
Agrococcus jenensis,,,,,0.1718416,,,
Pseudomonas synxantha,,11015.6459416,,,0.1718416,,0.1281843,
Zoogloea sp.,,,,,0.1718416,,,
Coffea canephora,,,,,0.1718416,,,
Ombrophytum subterraneum,,,0.264302,,0.1718416,,,
Mycolicibacterium mageritense,,0.3340707,,,0.1718416,,0.5127373,
Rhizobium gallicum,,,,,0.1718416,,,
Rhizobium mongolense,,,0.132151,,0.1718416,,,
Sarcophaga crassipalpis,,,,,0.1718416,,,
Sphingomonas echinoides,,,,,0.1718416,,,
Paenibacillus curdlanolyticus,,,,,0.1718416,,,
Burkholderia vietnamiensis,,0.6681413,,,0.1718416,,0.1281843,
Melanopsichium pennsylvanicum,,,,,0.1718416,,,
Nannizzia gypsea,,,,,0.1718416,,,
Callosobruchus maculatus,,,,,0.1718416,,,
Wasmannia auropunctata,,,0.132151,,0.1718416,,,
Oceanospirillum beijerinckii,,,,,0.1718416,,,
Mitsuaria chitosanitabida,,,,,0.1718416,,,
Streptomyces poonensis,,,,,0.1718416,,,
Streptococcus infantis,,5.6792012,,,0.1718416,,0.5127373,
Selenomonas sputigena,,0.3340707,0.132151,,0.1718416,,0.1281843,
Staphylococcus piscifermentans,,,,,0.1718416,,,
Shewanella oneidensis,,,,,0.1718416,,,
Lysobacter sp.,,0.3340707,,,0.1718416,,,
Brevundimonas subvibrioides,,,,,0.1718416,,,
Thraustotheca clavata,,,,,0.1718416,,,
Pseudorhodobacter ferrugineus,,,,,0.1718416,,,
Halomonas pacifica,,,,,0.1718416,,,
Paenibacillus popilliae,,,,,0.1718416,,,
Anaerovibrio lipolyticus,,,0.396453,,0.1718416,,,
Microbacterium chocolatum,,,,,0.1718416,,,
Anthracocystis flocculosa,,,,,0.1718416,,,
Malikia spinosa,,,,,0.1718416,,,
Pseudomonas cannabina,,,,,0.1718416,,,
Oligella urethralis,,,,,0.1718416,,,
Pantoea endophytica,,,,,0.1718416,,,
[Brevibacterium] flavum,,,,,0.1718416,,,
Filobacillus milosensis,,,,,0.1718416,,,
Brucella intermedia,,5.3451306,0.264302,,0.1718416,,,
Pseudomonas vancouverensis,,0.3340707,,,0.1718416,,,
Microbacterium sp. B24,,,,,0.1718416,,,
Tetrasphaera australiensis,,,,,0.1718416,,,
Austwickia chelonae,,,0.132151,,0.1718416,,,
Trichoderma asperellum,,,,,0.1718416,,,
Rathayibacter festucae,,,,,0.1718416,,,
Tilletia walkeri,,,,,0.1718416,,,
Sphingobium cloacae,,,,,0.1718416,,,
Kineococcus radiotolerans,,,,,0.1718416,,,
Pseudomonas indica,,0.3340707,,,0.1718416,,0.1281843,
Isoptericola variabilis,,,,,0.1718416,,,
Ceratosolen solmsi,,,,,0.1718416,,0.1281843,
Selenihalanaerobacter shriftii,,0.3340707,0.132151,,0.1718416,,,
Pseudomonas sp. LAB-08,,102.2256219,,,0.1718416,,,
Nocardia ignorata,,,,,0.1718416,,,
Novosphingobium lentum,,,,,0.1718416,,,
Rathayibacter toxicus,,,,,0.1718416,,,
Tsukamurella strandjordii,,,,,0.1718416,,,
Paracoccus yeei,,,,,0.1718416,,,
Pigmentiphaga kullae,,0.3340707,,,0.1718416,,,
Burkholderia ambifaria,,,,,0.1718416,,0.1281843,
Parageobacillus toebii,,,,,0.1718416,,,
uncultured Lactobacillus sp.,,0.3340707,,,0.1718416,,,
Monosporascus ibericus,,,,,0.1718416,,,
Novosphingobium resinovorum,,,,,0.1718416,,,
Sphingomonas wittichii,,,,,0.1718416,,,
Microbacterium hominis,,,,,0.1718416,,,
Pseudomonas costantinii,,440.3051298,,,0.1718416,,,
Arthrobacter gandavensis,,,,,0.1718416,,,
Timema monikensis,,,,,0.1718416,,,
Azotobacter beijerinckii,,1.002212,,,0.1718416,,,
Haptophyta environmental samples,,,,,0.1718416,,,
uncultured Streptomyces sp.,,,,,0.1718416,,,
Marinomonas primoryensis,,,,,0.1718416,,,
Burkholderia anthina,,,,,0.1718416,,,
Herbaspirillum autotrophicum,,,,,0.1718416,,,
uncultured Frankia sp.,,,,,0.1718416,,,
Pseudomonas mediterranea,,0.6681413,,,0.1718416,,,
Corynebacterium glaucum,,,,,0.1718416,,,
Prevotella micans,,,,,0.1718416,,,
Acinetobacter tandoii,,3.0066359,0.132151,,0.1718416,,0.2563687,
Nitratireductor aquibiodomus,,,,,0.1718416,,,
uncultured denitrifying bacterium,,,,,0.1718416,,,
Marinobacter lipolyticus,,,,,0.1718416,,,
Sandarakinorhabdus limnophila,,,,,0.1718416,,,
Lachnellula occidentalis,,,,,0.1718416,,,
Thermomonas fusca,,,,,0.1718416,,,
Pseudomonas proteolytica,,29.7322887,,,0.1718416,,0.1281843,
Westiellopsis prolifica,,,0.132151,,0.1718416,,0.1281843,
Pseudomonas batumici,,0.3340707,,,0.1718416,,,
Halomonas alkaliantarctica,,,,,0.1718416,,,
Marinobacter algicola,,0.3340707,,,0.1718416,,,
Pseudomonas syringae group genomosp. 7,,0.6681413,,,0.1718416,,,
Novosphingobium taihuense,,,,,0.1718416,,,
Rhodococcus sp. RD6.2,,,0.132151,,0.1718416,,0.2563687,
Micromonospora auratinigra,,,,,0.1718416,,,
Janibacter melonis,,,,,0.1718416,,,
Jonesia quinghaiensis,,,,,0.1718416,,,
Sphingopyxis granuli,,,,,0.1718416,,,
Capitella teleta,,,,,0.1718416,,,
Sphingomonas sp. SS86,,,,,0.1718416,,,
Penicillium sp. 'occitanis',,,,,0.1718416,,,
Leohumicola verrucosa,,,,,0.1718416,,,
Bacillus altitudinis,,,,,0.1718416,,,
Rhodococcus triatomae,,0.3340707,,,0.1718416,,,
Monomorphina aenigmatica,,,,,0.1718416,,,
Pusillimonas noertemannii,,,,,0.1718416,,,
Cellulomonas terrae,,,,,0.1718416,,,
Pseudoxanthomonas suwonensis,,,,,0.1718416,,0.2563687,
Hypogymnia vittata,,121.9357909,,,0.1718416,,0.1281843,
Aspergillus homomorphus,,,,,0.1718416,,,
Pseudomonas moraviensis,,85.522089,,,0.1718416,,0.2563687,
Roseovarius pacificus,,,0.132151,,0.1718416,,,
Brooklawnia cerclae,,,0.132151,,0.1718416,,,
Alkalilimnicola ehrlichii,,,,,0.1718416,,0.1281843,
Xenorhabdus koppenhoeferi,,0.3340707,,,0.1718416,,3.0764239,
Xenorhabdus cabanillasii,,,,,0.1718416,,,
Cercospora berteroae,,,,,0.1718416,,0.1281843,
Altererythrobacter epoxidivorans,,,,,0.1718416,,,
Microbacterium thalassium,,,,,0.1718416,,,
Bisgaard Taxon 44,,,,,0.1718416,,,
Ornithinimicrobium pekingense,,0.3340707,,,0.1718416,,,
Frondihabitans australicus,,,,,0.1718416,,,
Pseudomonas moorei,,2.3384946,,,0.1718416,,,
Pseudomonas mohnii,,0.3340707,,,0.1718416,,,
Shewanella piezotolerans,,,,,0.1718416,,,
Thiomicrospira microaerophila,,,,,0.1718416,,,
Ochrobactrum cytisi,,,,,0.1718416,,,
Clostridium sp. SS2/1,,,,,0.1718416,,0.2563687,
Solibacillus isronensis,,,,,0.1718416,,,
Cronobacter turicensis,,,,,0.1718416,,,
Kribbella aluminosa,,,,,0.1718416,,,
Paraburkholderia caballeronis,,,,,0.1718416,,,
uncultured beta proteobacterium CBNPD1 BAC clone 578,,,0.264302,,0.1718416,,0.5127373,
Sphingobium chinhatense,,,,,0.1718416,,,
Microbacterium sp. H6,,,,,0.1718416,,,
Dethiobacter alkaliphilus,,0.3340707,,,0.1718416,,0.1281843,
Sphingobium sp. HDIP04,,,,,0.1718416,,,
Burkholderia humptydooensis,,,,,0.1718416,,,
gamma proteobacterium IMCC2047,,,,,0.1718416,,,
Granulosicoccus antarcticus,,,,,0.1718416,,,
Corynebacterium timonense,,0.3340707,0.132151,,0.1718416,,,
Aspergillus uvarum,,,,,0.1718416,,,
Pusillimonas ginsengisoli,,,,,0.1718416,,,
Saccharopolyspora gloriosae,,,,,0.1718416,,,
Pseudomonas duriflava,,,,,0.1718416,,,
Microbacterium aquimaris,,,,,0.1718416,,,
Paraliobacillus quinghaiensis,,,,,0.1718416,,,
Pseudomonas sabulinigri,,,,,0.1718416,,,
Pseudomonas sp. H9,,,,,0.1718416,,,
Paraburkholderia rhynchosiae,,0.6681413,,,0.1718416,,,
Pseudomonas xinjiangensis,,,,,0.1718416,,,
Burkholderia contaminans,,,,,0.1718416,,,
Marinobacter mobilis,,,,,0.1718416,,,
Burkholderia metallica,,,,,0.1718416,,,
Bacillus velezensis,,,,,0.1718416,,,
Actinopolymorpha cephalotaxi,,1.002212,,,0.1718416,,,
Photobacterium aquimaris,,,0.264302,,0.1718416,,0.1281843,
Pseudomonas yamanorum,,202.7808906,,,0.1718416,,0.1281843,
Pigmentiphaga litoralis,,0.3340707,,,0.1718416,,0.2563687,
Cronobacter universalis,,,,,0.1718416,,,
Novosphingobium sp. Rr 2-17,,,,,0.1718416,,,
Salinicoccus carnicancri,,,,,0.1718416,,,
Salimicrobium flavidum,,,,,0.1718416,,,
Paracoccus sp. S4493,,,,,0.1718416,,,
Pseudoalteromonas sp. S4488,,,0.264302,,0.1718416,,,
Rhodanobacter glycinis,,,,,0.1718416,,,
Amycolatopsis arida,,,,,0.1718416,,,
Acidovorax soli,,,,,0.1718416,,,
Pseudofulvimonas gallinarii,,0.3340707,,,0.1718416,,,
Kordiimonas lacus,,,,,0.1718416,,,
Pseudomonas seleniipraecipitans,,0.3340707,,,0.1718416,,,
Murinocardiopsis flavida,,,,,0.1718416,,,
Pseudomonas bauzanensis,,1.6703533,,,0.1718416,,,
Vogesella mureinivorans,,,,,0.1718416,,,
Tistrella bauzanensis,,,,,0.1718416,,,
Streptomyces incarnatus,,,0.132151,,0.1718416,,,
Cryobacterium arcticum,,,,,0.1718416,,0.5127373,
Microbacterium yannicii,,,,,0.1718416,,,
Methylomonas koyamae,,,0.132151,,0.1718416,,,
Pseudomonas flexibilis,,,,,0.1718416,,,
Jeotgalicoccus coquinae,,,,,0.1718416,,,
uncultured Oceanospirillales bacterium HF0130_25G24,,6.3473425,,,0.1718416,,,
uncultured Sphingomonadales bacterium HF0500_24B12,,,,,0.1718416,,,
Actinomyces sp. oral taxon 172,,,,,0.1718416,,,
TM7 phylum sp. oral taxon 352,,0.3340707,,,0.1718416,,,
Amycolatopsis acidiphila,,,,,0.1718416,,,
Mycobacterium europaeum,,0.3340707,0.264302,,0.1718416,,,
Candidatus Dactylopiibacterium carminicum,,,,,0.1718416,,,
Janibacter indicus,,,,,0.1718416,,,
Microbacterium sp. 3J1,,,,,0.1718416,,,
Cutaneotrichosporon oleaginosum,,,,,0.1718416,,,
Psychrobacter sp. 4Bb,,,,,0.1718416,,,
actinobacterium SCGC AAA027-L06,,,,,0.1718416,,,
Rhynchosporium agropyri,,,,,0.1718416,,,
Oceanobacillus halophilus,,,,,0.1718416,,,
Gordonia neofelifaecis,,,,,0.1718416,,,
Azorhizobium oxalatiphilum,,,,,0.1718416,,,
Pseudomonas sp. SHC52,,,,,0.1718416,,,
Microbacterium enclense,,,,,0.1718416,,,
Sphingomonas sp. S17,,7.0154839,,,0.1718416,,,
Campylobacter volucris,,,,,0.1718416,,,
Fusarium zealandicum,,,,,0.1718416,,,
Lonsdalea iberica,,,,,0.1718416,,,
Streptococcus sp. SK643,,0.6681413,,,0.1718416,,,
Actinomyces sp. ICM58,,,,,0.1718416,,,
Pseudomonas sp. RP1-b,,,,,0.1718416,,,
Mycolicibacter minnesotensis,,,,,0.1718416,,,
Pseudorhodobacter wandonensis,,,,,0.1718416,,,
Sphingomonas sp. 023,,,,,0.1718416,,,
Sphingomonas sp. 037,,,,,0.1718416,,,
Sphingomonas sp. 487,,,,,0.1718416,,,
Sphingomonas sp. 625,,0.3340707,,,0.1718416,,,
Sphingobium cupriresistens,,,,,0.1718416,,,
Sphingomonas guangdongensis,,,,,0.1718416,,,
Novosphingobium sp. AP12,,,,,0.1718416,,,
Pseudomonas sp. GM33,,0.3340707,,,0.1718416,,,
Pseudomonas sp. GM60,,,,,0.1718416,,,
Pseudomonas sp. GM78,,,,,0.1718416,,,
Acinetobacter sp. CIP 101934,,,,,0.1718416,,,
Pseudomonas sp. R62,,0.3340707,,,0.1718416,,,
Myroides guanonis,,,,,0.1718416,,,
Thiomonas sp. FB-Cd,,,,,0.1718416,,,
Rheinheimera nanhaiensis,,,,,0.1718416,,,
Cronobacter condimenti,,,,,0.1718416,,,
Conyzicola lurida,,,,,0.1718416,,0.1281843,
Microbacterium sp. C448,,,,,0.1718416,,,
Agrobacterium deltaense,,,,,0.1718416,,,
Aspergillus brunneoviolaceus,,,0.132151,,0.1718416,,,
Ornithinimicrobium tianjinense,,0.6681413,,,0.1718416,,,
Corynebacterium sp. KPL1998,,,,,0.1718416,,,
Paracoccus sediminis,,,,,0.1718416,,,
Ralstonia sp. A12,,0.3340707,,,0.1718416,,,
Acinetobacter sp. ANC 3789,,0.6681413,,,0.1718416,,,
Acinetobacter nectaris,,,0.7929059,,0.1718416,,,
Acinetobacter boissieri,,,,,0.1718416,,0.2563687,
Undibacterium terreum,,,,,0.1718416,,,
Pseudomonas sp. ABAC61,,0.6681413,,,0.1718416,,,
Pseudomonas sp. NZIPFR-PS5,,,,,0.1718416,,,
Corynebacterium frankenforstense,,,0.132151,,0.1718416,,,
Aspergillus indologenus,,,,,0.1718416,,,
Pacificimonas flava,,,,,0.1718416,,0.1281843,
Pseudomonas hunanensis,,,,,0.1718416,,0.1281843,
Microbacterium sp. UCD-TDU,,,,,0.1718416,,,
Cupriavidus sp. HMR-1,,0.3340707,,,0.1718416,,,
Acinetobacter qingfengensis,,,,,0.1718416,,,
Veillonella sp. CAG:933,,,,,0.1718416,,,
Microbacterium sp. SA39,,,,,0.1718416,,,
Pseudomonas sp. LAIL14HWK12:I11,,,,,0.1718416,,0.1281843,
Salinicola peritrichatus,,,,,0.1718416,,,
Pseudomonas sp. LAMO17WK12:I12,,,,,0.1718416,,,
Achromobacter aegrifaciens,,0.6681413,,,0.1718416,,,
Achromobacter anxifer,,0.6681413,,,0.1718416,,0.2563687,
Candidatus Pseudomonas adelgestsugas,,0.6681413,,,0.1718416,,,
Acinetobacter sp. 1475718,,0.3340707,,,0.1718416,,,
Acinetobacter sp. 72431,,,,,0.1718416,,0.384553,
Peniophora sp. CONT,,,,,0.1718416,,,
Paenibacillus selenitireducens,,,,,0.1718416,,,
Acinetobacter equi,,,,,0.1718416,,,
Burkholderia sp. AU4i,,,,,0.1718416,,,
Delftia sp. ZNC0008,,,,,0.1718416,,,
Sulfitobacter geojensis,,,,,0.1718416,,,
Diversispora epigaea,,,,,0.1718416,,,
Croceicoccus naphthovorans,,,,,0.1718416,,,
Achromobacter kerstersii,,,,,0.1718416,,,
Ustilago bromina,,,,,0.1718416,,,
Achromobacter animicus,,0.3340707,,,0.1718416,,,
Pseudomonas sp. R9.37,,0.3340707,,,0.1718416,,,
Sulfitobacter pseudonitzschiae,,,,,0.1718416,,,
Bordetella genomosp. 10,,,,,0.1718416,,,
Pseudogymnoascus sp. VKM F-4515 (FW-2607),,,,,0.1718416,,,
Pseudogymnoascus sp. VKM F-103,,,,,0.1718416,,,
Exiguobacterium alkaliphilum,,,,,0.1718416,,,
Salinicoccus sediminis,,,,,0.1718416,,,
Spumella sp. OF-40,,,,,0.1718416,,,
Pseudomonas salegens,,,,,0.1718416,,,
Pseudomonas sp. BAY1663,,,,,0.1718416,,,
Noviherbaspirillum massiliense,,,,,0.1718416,,,
Thioalkalivibrio sp. HK1,,,,,0.1718416,,,
Paenibacillus sp. P1XP2,,,,,0.1718416,,,
Curtobacterium sp. S6,,,,,0.1718416,,,
Vibrio ishigakensis,,,,,0.1718416,,0.1281843,
Cercospora cf. brassicicola CMM 2889,,,,,0.1718416,,,
Pseudomonas sp. AAC,,,,,0.1718416,,,
Delitschia confertaspora,,0.3340707,,,0.1718416,,,
Aspergillus pseudonomius,,,,,0.1718416,,0.1281843,
Brenneria roseae,,,,,0.1718416,,,
Novosphingobium sp. AAP83,,,,,0.1718416,,,
Rhizobium sp. AAP116,,,,,0.1718416,,,
Pseudomonas sp. ML96,,,0.132151,,0.1718416,,,
Marinosulfonomonas sp. PRT-SC04,,,,,0.1718416,,,
Oryzisolibacter propanilivorax,,,,,0.1718416,,,
Mesorhizobium sp. 1M-11,,,,,0.1718416,,,
Thermoactinomyces sp. Gus2-1,,,,,0.1718416,,,
Anoxybacillus sp. BCO1,,,,,0.1718416,,,
Zoogloea oleivorans,,,,,0.1718416,,,
Janthinobacterium sp. BJB312,,,,,0.1718416,,,
Vibrio sp. S7-72,,,,,0.1718416,,,
Arthrobacter sp. MN05-02,,,,,0.1718416,,,
Pseudomonas sp. S49,,,,,0.1718416,,,
Acinetobacter populi,,,,,0.1718416,,,
Alicycliphilus sp. B1,,,,,0.1718416,,,
Pseudomonas sp. HMSC75E02,,,,,0.1718416,,,
Candidatus Magnetoovum chiemensis,,,,,0.1718416,,,
Parcubacteria group bacterium GW2011_GWA1_53_13,,,,,0.1718416,,,
Pseudomonas sp. ES3-33,,,,,0.1718416,,,
bacteria symbiont BFo2 of Frankliniella occidentalis,,,,,0.1718416,,,
Pseudomonas sp. ABFPK,,,,,0.1718416,,0.1281843,
Pseudomonas sp. 63_8,,,,,0.1718416,,,
Aurantiacibacter atlanticus,,,,,0.1718416,,,
Actinobacteria bacterium BACL2 MAG-121001-bin67,,,,,0.1718416,,,
Sphingomonas vulcanisoli,,,,,0.1718416,,,
Pseudomonas sp. GR 6-02,,0.3340707,,,0.1718416,,,
Lautropia sp. SCN 70-15,,,,,0.1718416,,,
Thiobacillus sp. SCN 63-374,,,,,0.1718416,,,
Pseudomonas sp. NBRC 111123,,,,,0.1718416,,,
Pseudomonas sp. NBRC 111133,,,,,0.1718416,,,
Pseudomonas sp. NBRC 111134,,,,,0.1718416,,,
Pseudomonas sp. NBRC 111135,,,,,0.1718416,,,
Erythrobacteraceae bacterium HL-111,,,,,0.1718416,,,
Halomonas sp. BC1,,,,,0.1718416,,,
Acinetobacter albensis,,0.3340707,,,0.1718416,,,
Marinibacterium profundimaris,,,,,0.1718416,,,
Citrobacter sp. MGH99,,,,,0.1718416,,,
Enterobacter sp. MGH120,,,,,0.1718416,,,
Enterobacter sp. BIDMC109,,,0.132151,,0.1718416,,,
Bordetella sp. H567,,,,,0.1718416,,,
Oblitimonas alkaliphila,,0.6681413,,,0.1718416,,0.769106,
Pseudomonas sp. P1.31,,,,,0.1718416,,,
Endozoicomonas acroporae,,,,,0.1718416,,,
Pseudomonas oceani,,,,,0.1718416,,0.1281843,
Leotiomycetes sp.,,,,,0.1718416,,,
Corynebacterium sp. HMSC071F07,,,,,0.1718416,,,
Pseudomonas yangmingensis,,,,,0.1718416,,,
Colwellia sp. TT2012,,0.3340707,,,0.1718416,,,
Psychrobacter sp. AntiMn-1,,,,,0.1718416,,,
Pseudomonas sp. TTU2014-080ASC,,1.002212,,,0.1718416,,0.1281843,
Sphingomonas sp. Leaf10,,,,,0.1718416,,,
Sphingobium sp. Leaf26,,,,,0.1718416,,,
Pseudomonas sp. Leaf48,,0.3340707,,,0.1718416,,,
Sphingomonas sp. Leaf62,,,,,0.1718416,,,
Sphingomonas sp. Leaf198,,1.002212,,,0.1718416,,,
Sphingomonas sp. Leaf339,,,,,0.1718416,,,
Brevundimonas sp. Root1423,,,,,0.1718416,,,
Duganella sp. Root1480D1,,,,,0.1718416,,,
Microbacterium sp. Root322,,,,,0.1718416,,,
Achromobacter sp. Root83,,0.3340707,,,0.1718416,,,
Corynebacterium sp. HMSC062E11,,,,,0.1718416,,,
Streptococcus sp. HMSC067A03,,,,,0.1718416,,,
Cantharellus sp.,,,,,0.1718416,,,
Aeromonas sp. ARM81,,,,,0.1718416,,,
Janthinobacterium psychrotolerans,,,,,0.1718416,,,
Pseudomonas sp. EpS/L25,,,,,0.1718416,,,
Achromobacter aloeverae,,,,,0.1718416,,,
Pseudomonas sp. 382,,,,,0.1718416,,,
Pseudomonas sp. 43mfcvi1.1,,,,,0.1718416,,,
Vibrio cidicii,,,,,0.1718416,,,
bacterium P3,,0.6681413,,,0.1718416,,,
Novosphingobium sp. CCH12-A3,,,,,0.1718416,,,
Novosphingobium pokkalii,,,,,0.1718416,,,
Microbacterium sp. CH1,,,,,0.1718416,,,
Streptococcus sp. DD12,,,,,0.1718416,,,
Flavobacterium arcticum,,,,,0.1718416,,,
Pseudomonas wadenswilerensis,,,,,0.1718416,,,
Pseudomonas fluvialis,,,0.132151,,0.1718416,,2.0509492,
Pseudomonas sp. BMS12,,,,,0.1718416,,,
Betaproteobacteria bacterium RIFCSPLOWO2_12_61_14,,,,,0.1718416,,,
Pseudomonadales bacterium RIFCSPHIGHO2_02_FULL_60_43,,,,,0.1718416,,,
Pseudomonadales bacterium RIFCSPLOWO2_02_FULL_63_210,,,,,0.1718416,,,
Pseudomonadales bacterium RIFCSPLOWO2_12_60_38,,0.6681413,,,0.1718416,,,
Rhodocyclales bacterium GWA2_65_20,,,,,0.1718416,,,
Microbacterium sp. CGR2,,,,,0.1718416,,,
Achromobacter sp. 2789STDY5608615,,0.3340707,,,0.1718416,,0.1281843,
Marinomonas gallaica,,,,,0.1718416,,0.1281843,
Microbacterium diaminobutyricum,,,,,0.1718416,,,
Streptomyces sp. WS052,,,,,0.1718416,,,
Parcubacteria group bacterium RIFCSPHIGHO2_02_FULL_40_12,,,,,0.1718416,,,
Pseudomonas sp. A-1,,,,,0.1718416,,,
Oleiphilus sp. HI0043,,,,,0.1718416,,,
Novimethylophilus kurashikiensis,,,,,0.1718416,,,
Achromobacter sp. MYb9,,,,,0.1718416,,,
Microbacterium sp. MYb45,,,,,0.1718416,,,
Streptomyces sp. gb1(2016),,,,,0.1718416,,,
Enterococcus sp. 12C11_DIV0727,,,,,0.1718416,,,
